shū luǎn guǎn ái	輸卵管癌
xià zhī jìng mài jié zā shù	下肢靜脈結紮術
xià zhī jìng mài qǔ shuān shù	下肢靜脈取拴術
xià zhī jìng mài qǔ shuān shù	下肢靜脈取栓術
xià zhī jìng mài tàn chá shù	下肢靜脈探查術
xià zhī jìng mài yí zhí shù	下肢靜脈移植術
xià zhī jìng mài zhuǎn liú shù	下肢靜脈轉流術
xià zhī lín bā guǎn zào yǐng	下肢淋巴管造影
xià zhī lín bā zào yǐng shù	下肢淋巴造影術
xià zhī pí fū sī liè shāng	下肢皮膚撕裂傷
xià zhī pí fū yuán wèi ái	下肢皮膚原位癌
xià zhī ruǎn zǔ zhī gǎn rǎn	下肢軟組織感染
xià zhī shāng kǒu féng hé shù	下肢傷口縫合術
xià zhī shēn jìng mài shuān sè	下肢深靜脈栓塞
xià zhī shēn jìng mài xiǎn xiàng	下肢深靜脈顯像
xià zhī shén jīng xiān wéi liú	下肢神經纖維瘤
xià zhī xíng jiē gǔ gāng bǎn	下肢型接骨鋼板
xià zhī xuè guǎn liú qiē chú	下肢血管瘤切除
xiàn bìng dú kàng tǐ cè dìng	腺病毒抗體測定
xiàn bìng dú xìng jiǎo mó yán	腺病毒性角膜炎
xiàn bìng dú xìng nǎo mó yán	腺病毒性腦膜炎
xián guǎn bān hén xiū zhèng shù	涎管瘢痕修正術
xiàn liú xìng jiǎ zhuàng xiàn zhǒng	腺瘤性甲狀腺腫
xiān tiān chéng gǔ bù quán zhèng	先天成骨不全症
xiān tiān xìng fèi cuò gòu liú	先天性肺錯構瘤
xiān tiān xìng lèi gǔ jī xíng	先天性肋骨畸形
xiān tiān xìng xiōng gǔ jī xíng	先天性胸骨畸形
xiān tiān xìng zòng gé náng zhǒng	先天性縱隔囊腫
xiān wéi bí yān jìng jiǎn chá	纖維鼻咽鏡檢查
xiān wéi dàn bái róng jiě zhèng	纖維蛋白溶解症
xiǎn wēi gēn guǎn zhì liáo shù	顯微根管治療術
xiān wéi hóu jìng huó jiǎn shù	纖維喉鏡活檢術
xiān wéi hóu jìng jiǎn chá shù	纖維喉鏡檢查術
xiān wéi jié cháng jìng jiǎn chá	纖維結腸鏡檢查
xiān wéi jié dì zǔ zhī yán	纖維結締組織炎
xiān wéi náng xìng rǔ xiàn yán	纖維囊性乳腺炎
xiān wéi nián yè zhī fáng liú	纖維黏液脂肪瘤
xiān wéi shí guǎn jìng jiǎn chá	纖維食管鏡檢查
xiān wéi xìng hǎi mián tǐ yán	纖維性海綿體炎
xiān wéi xìng jiǎ zhuàng xiàn yán	纖維性甲狀腺炎
xiān wéi xìng nǎo jǐ mó liú	纖維性腦脊膜瘤
xiǎn wēi yíng guāng cè dìng shù	顯微熒光測定術
xiǎn wēi yíng guāng guāng dù shù	顯微熒光光度術
xiān wéi zǔ zhī xì bāo liú	纖維組織細胞瘤
xián xiàn bìng sǔn qiē chú shù	涎腺病損切除術
xián xiàn dǎo guǎn kuò dà shù	涎腺導管擴大術
xián xiàn duō xíng xìng xiàn liú	涎腺多形性腺瘤
xián xiàn guǎn kǒu kuò dà shù	涎腺管口擴大術
xián xiàn lòu guǎn bì hé shù	涎腺瘻管閉合術
xián xiàn náng zhǒng qiē chú shù	涎腺囊腫切除術
xián xiàn nián yè xiàn náng zhǒng	涎腺黏液腺囊腫
xián xiàn qiē kāi yǐn liú shù	涎腺切開引流術
xián xiàn zhǒng liú qiē chú shù	涎腺腫瘤切除術
xiàn yàng lín zhuàng xì bāo ái	腺樣鱗狀細胞癌
xiàn zhuàng dà pào xìng pí yán	線狀大皰性皮炎
xiàn zhuàng hàn kǒng jiǎo huà bìng	線狀汗孔角化病
xiǎng xiàng chǒu lòu zōng hé zhēng	想象醜陋綜合徵
xiǎo bān kuài fù yín xiè bìng	小斑塊副銀屑病
xiǎo cháng bèi guàn zào yǐng shù	小腸鋇灌造影術
xiǎo cháng bìng hài qiē chú shù	小腸病害切除術
xiǎo cháng bìng sǔn qiē chú shù	小腸病損切除術
xiǎo cháng bìng zào qiē chú shù	小腸病灶切除術
xiǎo cháng bù fèn qiē chú shù	小腸部分切除術
xiǎo cháng cè cè wěn hé shù	小腸側側吻合術
xiǎo cháng chuān kǒng xiū bǔ shù	小腸穿孔修補術
xiǎo cháng dà cháng wěn hé shù	小腸大腸吻合術
xiǎo cháng è xìng lín bā liú	小腸惡性淋巴瘤
xiǎo cháng gāng mén wěn hé shù	小腸肛門吻合術
xiǎo cháng gù dìng zhì fù bì	小腸固定至腹壁
xiǎo cháng kuì yáng qiē chú shù	小腸潰瘍切除術
xiǎo cháng pò liè xiū bǔ shù	小腸破裂修補術
xiǎo cháng qì shì qiē chú shù	小腸憩室切除術
xiǎo cháng qiē kāi jiǎn yā shù	小腸切開減壓術
xiǎo cháng xī ròu qiē chú shù	小腸息肉切除術
xiǎo cháng xuè guǎn jié zā shù	小腸血管結紮術
xiǎo cháng zào kǒu bì hé shù	小腸造口閉合術
xiǎo cháng zhé dié féng hé shù	小腸折疊縫合術
xiǎo cháng zhí cháng wěn hé shù	小腸直腸吻合術
xiǎo cháng zhǒng liú qiē chú shù	小腸腫瘤切除術
xiào chuǎn xìng zhī qì guǎn yán	哮喘性支氣管炎
xiǎo ér fèi qì xū ruò zhèng	小兒肺氣虛弱證
xiǎo ér fèi rè chì shèng zhèng	小兒肺熱熾盛證
xiǎo ér fēng hán shù biǎo zhèng	小兒風寒束表證
xiǎo ér fēng wēn shù biǎo zhèng	小兒風溫束表證
xiǎo ér jī xiōng jiǎo zhèng shù	小兒雞胸矯正術
xiǎo ér nèi rè chì shèng zhèng	小兒內熱熾盛證
xiǎo ér pí wèi shí zhì zhèng	小兒脾胃食滯證
xiǎo ér pí wèi xū hán zhèng	小兒脾胃虛寒證
xiǎo ér pí wèi xū ruò zhèng	小兒脾胃虛弱證
xiǎo ér pí xū shēng fēng zhèng	小兒脾虛生風證
xiǎo ér rè jí shēng fēng zhèng	小兒熱極生風證
xiǎo ér shèn bìng zōng hé zhēng	小兒腎病綜合徵
xiǎo ér shèn qì xū ruò zhèng	小兒腎氣虛弱證
xiǎo ér wèi huǒ shàng yán zhèng	小兒胃火上炎證
xiǎo ér xiān tiān xìng jí bìng	小兒先天性疾病
xiǎo ér xīn jīng shí rè zhèng	小兒心經實熱證
xiǎo ér yuán qì xū ruò zhèng	小兒元氣虛弱證
xiāo huà dào chū xiě xiǎn xiàng	消化道出血顯像
xiāo huà dào dòng lì cè dìng	消化道動力測定
xiāo huà qì guān yuán wèi ái	消化器官原位癌
xiāo huà xì tǒng nèi yì wù	消化系統內異物
xiāo huà xìng kuì yáng chū xiě	消化性潰瘍出血
xiāo huà xìng kuì yáng chuān kǒng	消化性潰瘍穿孔
xiāo huà xìng kuì yáng fù fā	消化性潰瘍復發
xiāo huà xìng kuì yáng jiā zhòng	消化性潰瘍加重
xiāo huà xìng zǒng yíng yǎng sù	消化性總營養素
xiǎo kǒu jī xíng jiǎo zhèng shù	小口畸形矯正術
xiǎo liǔ yuán tián zōng hé zhēng	小柳原田綜合徵
xiǎo nǎo zhǒng liú qiē chú shù	小腦腫瘤切除術
xiǎo nǎo zhōng yāng qián jìng mài	小腦中央前靜脈
xiǎo pàng wēi lì zōng hé zhēng	小胖威利綜合徵
xiǎo tuǐ cán duān xiū zhěng shù	小腿殘端修整術
xiǎo tuǐ jìng mài xìng kuì yáng	小腿靜脈性潰瘍
xiǎo tuǐ kāi fàng xìng shāng kǒu	小腿開放性傷口
xiǎo tuǐ màn xìng máo náng yán	小腿慢性毛囊炎
xiǎo xián xiàn è xìng zhǒng liú	小涎腺惡性腫瘤
xiǎo xián xiàn liáng xìng zhǒng liú	小涎腺良性腫瘤
xiǎo yīn chún è xìng zhǒng liú	小陰唇惡性腫瘤
xiǎo yǐn jìng mài bāo tuō shù	小隱靜脈剝脫術
xiǎo yǐn jìng mài jié zā shù	小隱靜脈結紮術
xiè dé xiōng kuò chéng xíng shù	謝德胸廓成形術
xié dú nèi xiàn xīn gān zhèng	邪毒內陷心肝證
xié dú yǐn gāo cuàn fù zhèng	邪毒引睾竄腹證
xié rè yū jié jī fū zhèng	邪熱瘀結肌膚證
xié shàn gāo wèi jié zā shù	斜疝高位結紮術
xiè zhí qiāng kǒng yuán xìng ái	泄殖腔孔源性癌
xīn bāo bìng sǔn qiē chú shù	心包病損切除術
xīn bāo bù fèn qiē chú shù	心包部分切除術
xīn bāo è xìng jiān pí liú	心包惡性間皮瘤
xīn bāo jī yè chuān cì shù	心包積液穿刺術
xīn bāo kāi chuāng yǐn liú shù	心包開窗引流術
xīn bāo náng zhǒng qiē chú shù	心包囊腫切除術
xīn bāo qiē kāi yǐn liú shù	心包切開引流術
xīn bāo wài cè lín bā jié	心包外側淋巴結
xīn bāo zhǒng liú qiē chú shù	心包腫瘤切除術
xīn bāo zhǒng liú zhāi chú shù	心包腫瘤摘除術
xīn chǎn fù rén yǒu sān bìng	新產婦人有三病
xīn fáng bìng sǔn qiē chú shù	心房病損切除術
xīn fáng kuò dà chéng xíng shù	心房擴大成形術
xīn fáng xuè shuān qiē chú shù	心房血栓切除術
xīn fáng xuè shuān qīng chú shù	心房血栓清除術
xīn fáng zhǒng liú qiē chú shù	心房腫瘤切除術
xīn fáng zhǒng wù qiē chú shù	心房腫物切除術
xīn jī yán hòu xīn jī bìng	心肌炎後心肌病
xīn lǐ shén jīng miǎn yì xué	心理神經免疫學
xīn miàn pí fū zōng hé zhēng	心麵皮膚綜合徵
xīn nèi mó è xìng zhǒng liú	心內膜惡性腫瘤
xīn nèi mó liáng xìng zhǒng liú	心內膜良性腫瘤
xīn nèi yì wù qǔ chū shù	心內異物取出術
xīn pí qi xuè liǎng xū zhèng	心脾氣血兩虛證
xīn qiāng wài shāng xiū bǔ shù	心腔外傷修補術
xīn shēng ér dān chún pào zhěn	新生兒單純皰疹
xīn shì bìng sǔn qiē chú shù	心室病損切除術
xīn shì pò liè féng hé shù	心室破裂縫合術
xīn shì zhǒng liú qiē chú shù	心室腫瘤切除術
xīn wài kāi xiōng tàn chá shù	心外開胸探查術
xīn xíng guān zhuàng bìng dú bìng	新型冠狀病毒病
xīn xíng yǐn qiú jūn fèi yán	新型隱球菌肺炎
xīn yīn xìng xiāo huà bù liáng	心因性消化不良
xīn zàng pí fū zōng hé zhēng	心臟皮膚綜合徵
xīn zàng qǐ bó qì shī líng	心臟起搏器失靈
xīn zàng shén jīng guān néng zhèng	心臟神經官能症
xīn zàng shù hòu zōng hé zhēng	心臟術後綜合徵
xīn zàng táng yuán zhù jī bìng	心臟糖原貯積病
xīn zàng wài shāng xiū bǔ shù	心臟外傷修補術
xīn zàng zhǒng wù qiē chú shù	心臟腫物切除術
xìng bìng lín bā ròu yá zhǒng	性病淋巴肉芽腫
xíng jiǎ zhuàng xiàn yǐn liú guǎn	型甲狀腺引流管
xìng nóng pào xìng máo náng yán	性膿皰性毛囊炎
xìng suǒ jiān zhì xì bāo liú	性索間質細胞瘤
xìng xiàn fā yù zhàng ài zhèng	性腺發育障礙症
xìng xiàn gōng néng jiǎn tuì zhèng	性腺功能減退症
xìng xiàn jī zhì xì bāo liú	性腺基質細胞瘤
xìng xiàn pēi mǔ xì bāo liú	性腺胚母細胞瘤
xīng xíng jiāo zhì xì bāo liú	星形膠質細胞瘤
xīng zhuàng shén jīng jié sǔn shāng	星狀神經節損傷
xiōng bì bìng sǔn qiē chú shù	胸壁病損切除術
xiōng bì bìng zào qiē chú shù	胸壁病灶切除術
xiōng bì bìng zào qīng chú shù	胸壁病灶清除術
xiōng bì fēng wō zǔ zhī yán	胸壁蜂窩組織炎
xiōng bì jié hé qīng chú shù	胸壁結核清除術
xiōng bì liè shāng féng hé shù	胸壁裂傷縫合術
xiōng bì lín bā jié jié hé	胸壁淋巴結結核
xiōng bì qīng chuàng féng hé shù	胸壁清創縫合術
xiōng bì quē sǔn chóng jiàn shù	胸壁缺損重建術
xiōng bì quē sǔn xiū fù shù	胸壁缺損修復術
xiōng bì wài shāng kuò chuàng shù	胸壁外傷擴創術
xiōng bì xuè guǎn jié zā shù	胸壁血管結紮術
xiōng bì zhǒng liú qiē chú shù	胸壁腫瘤切除術
xiōng bù cí gòng zhèn chéng xiàng	胸部磁共振成像
xiōng bù kāi fàng xìng shāng kǒu	胸部開放性傷口
xiōng bù xiàn cháng guī jiǎn chá	胸部線常規檢查
xiōng dǎo guǎn lòu bì hé shù	胸導管瘻閉合術
xiōng dòng mài liú xiū bǔ shù	胸動脈瘤修補術
xiōng fù liáng xìng jiān pí liú	胸腹良性間皮瘤
xiōng fù shuǐ cháng guī jiǎn chá	胸腹水常規檢查
xiōng fù shuǐ tè shū jiǎn chá	胸腹水特殊檢查
xiōng gǔ hòu jiǎ zhuàng xiàn zhǒng	胸骨後甲狀腺腫
xiōng gǔ kāi fàng xìng gǔ zhé	胸骨開放性骨折
xiōng gǔ páng shàn xiū bǔ shù	胸骨旁疝修補術
xióng jī sù jié hé dàn bái	雄激素結合蛋白
xióng jī sù yuán xìng tuō fà	雄激素源性脫髮
xiōng jiān jiǎ jiān jié duàn shù	胸肩胛間截斷術
xiōng jiāo gǎn gàn shén jīng jié	胸交感幹神經節
xiōng kuò bìng sǔn qiē chú shù	胸廓病損切除術
xiōng kuò chū kǒu zōng hé zhēng	胸廓出口綜合徵
xiōng kuò gǎi liáng chéng xíng shù	胸廓改良成形術
xiōng kuò jī xíng jiǎo zhèng shù	胸廓畸形矯正術
xiōng kuò nèi xuè guǎn sǔn shāng	胸廓內血管損傷
xiōng kuò wài chí xù fù yā	胸廓外持續負壓
xiōng kuò zào kǒu bì hé shù	胸廓造口閉合術
xiōng kuò zhān lián sōng jiě shù	胸廓粘連松解術
xiōng lèi guān jié nèi rèn jié	胸肋關節內韌節
xiōng mēn biàn yì xìng xiào chuǎn	胸悶變異性哮喘
xiōng mēn kǒu nì zuì yǒu líng	胸悶口膩最有靈
xiōng mó bìng hài qiē chú shù	胸膜病害切除術
xiōng mó bìng sǔn qiē chú shù	胸膜病損切除術
xiōng mó bù fèn qiē chú shù	胸膜部分切除術
xiōng mó è xìng jiān pí liú	胸膜惡性間皮瘤
xiōng mó fèi quán qiē chú shù	胸膜肺全切除術
xiōng mó jiāo jiè xìng zhǒng liú	胸膜交界性腫瘤
xiōng mó quán fèi qiē chú shù	胸膜全肺切除術
xiōng mó xiān wéi yàng zēng shēng	胸膜纖維樣增生
xiōng mó xīn bāo bāo chú shù	胸膜心包剝除術
xiōng mó zhān lián fēn jiě shù	胸膜粘連分解術
xiōng mó zhān lián lào duàn shù	胸膜粘連烙斷術
xiōng mó zhǒng liú qiē chú shù	胸膜腫瘤切除術
xiōng nèi lín bā jié jié hé	胸內淋巴結結核
xiōng nèi yì wù qīng chú shù	胸內異物清除術
xiōng nèi yì wù qǔ chū shù	胸內異物取出術
xiōng pǐ ǒu è zǒng néng chú	胸痞嘔惡總能除
xiōng qiāng bì shì yǐn liú píng	胸腔閉式引流瓶
xiōng qiāng bì shì yǐn liú shù	胸腔閉式引流術
xiōng qiāng bì suǒ yǐn liú píng	胸腔閉鎖引流瓶
xiōng qiāng chuān cì zhì guǎn shù	胸腔穿刺置管術
xiōng qiāng jiāo jiè xìng zhǒng liú	胸腔交界性腫瘤
xiōng qiāng kāi fàng shì yǐn liú	胸腔開放式引流
xiōng qiāng qiē kāi yǐn liú shù	胸腔切開引流術
xiōng qiāng xuè zhǒng qīng chú shù	胸腔血腫清除術
xiōng qiāng yì cháng qiāo jī yīn	胸腔異常敲擊音
xiōng qiāng yǐn liú guǎn guī jiāo	胸腔引流管硅膠
xiōng qiāng zhàn wèi xìng bìng biàn	胸腔佔位性病變
xiōng qiāng zhì guǎn yǐn liú shù	胸腔置管引流術
xiōng qiāng zhǒng liú qiē chú shù	胸腔腫瘤切除術
xiōng suǒ rǔ tū jī jìng mài	胸鎖乳突肌靜脈
xiōng wài xīn zàng àn mó shù	胸外心臟按摩術
xiōng xiàn bái xuè bìng kàng yuán	胸腺白血病抗原
xiōng xiàn bìng sǔn qiē chú shù	胸腺病損切除術
xiōng xiàn bù fèn qiē chú shù	胸腺部分切除術
xiōng xiàn fā yù bù quán zhèng	胸腺發育不全症
xiōng xiàn mì dìng èr jù tǐ	胸腺嘧啶二聚體
xiōng xiàn náng zhǒng qiē chú shù	胸腺囊腫切除術
xiōng xiàn qiē kāi tàn chá shù	胸腺切開探查術
xiōng xiàn quán bù qiē chú shù	胸腺全部切除術
xiōng xiàn xì bāo shēng zhǎng sù	胸腺細胞生長素
xiōng xiàn xì bāo yí zhí shù	胸腺細胞移植術
xiōng xiàn yī lài xìng kàng yuán	胸腺依賴性抗原
xiōng xiàn zhǒng liú qiē chú shù	胸腺腫瘤切除術
xiōng xiǎo jī fā yù bù liáng	胸小肌發育不良
xiōng xīn xuè guǎn wài kē xué	胸心血管外科學
xiōng yāo zhuī jiān pán biàn xìng	胸腰椎間盤變性
xióng yuán hé shēng zhǎng yīn zǐ	雄原核生長因子
xiōng yuán xìng jǐ zhù cè tū	胸源性脊柱側凸
xiōng zhǔ dòng mài dòng mài liú	胸主動脈動脈瘤
xiōng zhǔ dòng mài qiē kāi shù	胸主動脈切開術
xiōng zhǔ dòng mài zào yǐng shù	胸主動脈造影術
xiōng zhuī bìng zào qīng chú shù	胸椎病灶清除術
xiōng zhuī chuí guǎn tàn chá shù	胸椎椎管探查術
xiōng zhuī jiān pán qiē chú shù	胸椎間盤切除術
xiōng zhuī jié hé bàn nóng zhǒng	胸椎結核伴膿腫
xiōng zhuī kāi fàng xìng gǔ zhé	胸椎開放性骨折
xiōng zhuī xiǎo guān jié cuò fèng	胸椎小關節錯縫
xiōng zhuī zhǒng liú qiē chú shù	胸椎腫瘤切除術
xiù jué cān zhào zōng hé zhēng	嗅覺參照綜合徵
xiù shén jīng è xìng zhǒng liú	嗅神經惡性腫瘤
xiù shén jīng mǔ xì bāo liú	嗅神經母細胞瘤
xiù zhuàng fèi yè qiē chú shù	袖狀肺葉切除術
xū bù jiǎ xìng máo náng yán	須部假性毛囊炎
xū fán bù mián zhèng duō duān	虛煩不眠證多端
xū hán yīn shuǐ xiào kān kuā	虛寒陰水效堪誇
xū láo fèi wěi xiào rú shén	虛勞肺痿效如神
xū láo nèi shāng gōng dú shàn	虛勞內傷功獨擅
xū láo xū fán bù dé mián	虛勞虛煩不得眠
xuán lǜ biàn shí zhàng ài zhèng	旋律辨識障礙症
xuán yōng chuí è xìng zhǒng liú	懸雍垂惡性腫瘤
xuán yōng chuí liáng xìng zhǒng liú	懸雍垂良性腫瘤
xuàn yùn tóu tòng fēng tán zhèng	眩暈頭痛風痰證
xuǎn zé xìng guān kàn jiǎn chá	選擇性觀看檢查
xuè guǎn bìng hài qiē chú shù	血管病害切除術
xuè guǎn bìng sǔn qiē chú shù	血管病損切除術
xuè guǎn dā qiáo yí zhí shù	血管搭橋移植術
xuè guǎn jī xíng qiē chú shù	血管畸形切除術
xuè guǎn jī zhī fáng ròu liú	血管肌脂肪肉瘤
xuè guǎn jǐn zhāng sù cè dìng	血管緊張素測定
xuè guǎn liú bìng zōng hé zhēng	血管瘤病綜合徵
xuè guǎn liú yìng huà zhù shè	血管瘤硬化注射
xuè guǎn nèi chāo shēng dǎo guǎn	血管內超聲導管
xuè guǎn nèi fàng liáo dǎo guǎn	血管內放療導管
xuè guǎn nèi hòu zhuāng fàng liáo	血管內後裝放療
xuè guǎn nèi pí xì bāo liú	血管內皮細胞瘤
xuè guǎn nèi shén jīng wài kē	血管內神經外科
xuè guǎn nèi zào yǐng dǎo guǎn	血管內造影導管
xuè guǎn páng lù yí zhí shù	血管旁路移植術
xuè guǎn píng huá jī ròu liú	血管平滑肌肉瘤
xuè guǎn píng huá jī xì bāo	血管平滑肌細胞
xuè guǎn qiē kāi tàn chá shù	血管切開探查術
xuè guǎn qiú xìng xuè guǎn liú	血管球性血管瘤
xuè guǎn shén jīng xìng shuǐ zhǒng	血管神經性水腫
xuè guǎn shén jīng xìng tóu tòng	血管神經性頭痛
xuè guǎn shū suō shén jīng xì	血管舒縮神經系
xuè guǎn shū suō xìng bí yán	血管舒縮性鼻炎
xuè guǎn tōng tòu xìng yīn zǐ	血管通透性因子
xuè guǎn wài pí xì bāo liú	血管外皮細胞瘤
xuè guǎn wǎng zhuàng xì bāo liú	血管網狀細胞瘤
xuè guǎn xìng jiǎ xuè yǒu bìng	血管性假血友病
xuè guǎn yì zhì xìng yūn jué	血管抑制性暈厥
xuè guǎn yùn dòng xìng bí yán	血管運動性鼻炎
xuè guǎn yùn dòng xìng shèn bìng	血管運動性腎病
xuè guǎn zhān lián sōng jiě shù	血管粘連松解術
xuè guǎn zhōu wéi xiān wéi náng	血管周圍纖維囊
xuè guǎn zì péng shì zhī jià	血管自膨式支架
xuè hóng dàn bái chén zhuó zhèng	血紅蛋白沉着症
xuè hóng dàn bái yǎng hán liàng	血紅蛋白氧含量
xuè huà xià xíng bú zuò láo	血化下行不作勞
xuè jiāng dài yòng pǐn zhòng dú	血漿代用品中毒
xuè jiāng dàn bái jié hé lǜ	血漿蛋白結合率
xuè jiāng èr jù tǐ cè dìng	血漿二聚體測定
xuè jiāng nèi pí sù cè dìng	血漿內皮素測定
xuè jiāng nián zhì dù yì cháng	血漿粘滯度異常
xuè jiāng shèn tòu yā jiàn xì	血漿滲透壓間隙
xuè jiāng shèn tòu yā shēng gāo	血漿滲透壓升高
xuè lín rè jié fú zhī liáng	血淋熱結服之良
xuè liú sù dù miáo jì shù	血流速度描記術
xuè luò lùn dì sān shí jiǔ	血絡論第三十九
xuè mài róng wèi zhī tōng sāi	血脈榮衛之通塞
xuè níng yí zhuān yòng shì jì	血凝儀專用試劑
xuè piān shuāi zhě zé mài sè	血偏衰者則脈澀
xuè qì máo xì cǎi xiě guǎn	血氣毛細採血管
xuè qīng bái dàn bái cè dìng	血清白蛋白測定
xuè qīng bìng xìng xún má zhěn	血清病性蕁麻疹
xuè qīng bìng xíng xún má zhěn	血清病型蕁麻疹
xuè qīng gǔ gài sù cè dìng	血清骨鈣素測定
xuè qīng guāng yì sù cè dìng	血清胱抑素測定
xuè qīng guǒ táng àn cè dìng	血清果糖胺測定
xuè qīng jiǎ zhuàng xiàn jī sù	血清甲狀腺激素
xuè qīng méi shuǐ píng yì cháng	血清酶水平異常
xuè qīng mì rǔ sù cè dìng	血清泌乳素測定
xuè qīng tiě dàn bái cè dìng	血清鐵蛋白測定
xuè qīng wéi shēng sù cè dìng	血清維生素測定
xuè qīng xìng guò mǐn fǎn yìng	血清性過敏反應
xuè qīng xíng jiāo yuán cè dìng	血清型膠原測定
xuè qīng yí dǎo sù cè dìng	血清胰島素測定
xuè qīng zhān dàn bái cè dìng	血清粘蛋白測定
xuè qīng zhī fáng méi cè dìng	血清脂肪酶測定
xuè qīng zǒng dàn bái cè dìng	血清總蛋白測定
xuè qiú jì shù yí shì jì	血球計數儀試劑
xuè rǎn zhēng páo tòu jiǎ hóng	血染征袍透甲紅
xuè róng liàng jiān cè dǎo guǎn	血容量監測導管
xuè sè bìng xìng xīn jī bìng	血色病性心肌病
xuě shān jīn luó hàn zhǐ tòng	雪山金羅漢止痛
xuè shēng wèi rè huǒ xié gàn	血升胃熱火邪幹
xuè shì wǎng mó wài píng zhàng	血視網膜外屏障
xuè shuān xìng wēi xuè guǎn bìng	血栓性微血管病
xuè shuān xìng zhì qīng chú shù	血栓性痔清除術
xuè tòu yā lì chuán gǎn qì	血透壓力傳感器
xuè tòu yòng liú zhì dǎo guǎn	血透用留置導管
xué wèi yā tòng zhěn duàn fǎ	穴位壓痛診斷法
xuè xì bāo fēn lí dān cǎi	血細胞分離單採
xuè xī chóng wěi yòu gǎn rǎn	血吸蟲尾蚴感染
xuè xī chóng wěi yòu pí yán	血吸蟲尾蚴皮炎
xuè xī chóng xìng gān yìng huà	血吸蟲性肝硬化
xuè xī chóng xìng lán wěi yán	血吸蟲性闌尾炎
xuè xī chóng xìng máng cháng yán	血吸蟲性盲腸炎
xuè xī chóng xìng ròu yá zhǒng	血吸蟲性肉芽腫
xuè xī fù yì zhì shì yàn	血吸附抑制試驗
xuè xiān wéi dàn bái róng méi	血纖維蛋白溶酶
xuè xiǎo bǎn gài liú cè dìng	血小板鈣流測定
xuè xiǎo bǎn nián xìng jiàng dī	血小板黏性降低
xuè xiǎo bǎn nián xìng shēng gāo	血小板黏性升高
xuè xiǎo bǎn shì fàng shì yàn	血小板釋放試驗
xuè xiǎo bǎn shòu mìng cè dìng	血小板壽命測定
xuè yǎng bǎo hé dù jiān cè	血氧飽和度監測
xuè yǎng bǎo hé dù xià jiàng	血氧飽和度下降
xuè yè dī zhān zōng hé zhēng	血液低粘綜合徵
xuè yè gāo zhān zōng hé zhēng	血液高粘綜合徵
xuè yè gōng xíng chóng jiǎn chá	血液弓形蟲檢查
xuè yè guàn liú qì shù zhī	血液灌流器樹脂
xuè yè jí lín bā xì tǒng	血液及淋巴系統
xuè yè nüè yuán chóng jiǎn chá	血液虐原蟲檢查
xuè yè wēi sī yòu jiǎn chá	血液微絲蚴檢查
xuè yǒu bìng xìng guān jié yán	血友病性關節炎
xuè zhōng yū zhì yòng táo hóng	血中瘀滯用桃紅
xún má zhěn xìng xuè guǎn yán	蕁麻疹性血管炎
xún má zhěn xíng xuè guǎn yán	蕁麻疹形血管炎
xún má zhěn yàng mǎn pí yán	蕁麻疹樣蟎皮炎
yá běn zhì fā shēng bù quán	牙本質發生不全
yá běn zhì fā yù bù quán	牙本質發育不全
yá běn zhì gài huà bù quán	牙本質鈣化不全
yá běn zhì yá gǔ zhì jiè	牙本質牙骨質界
yá cáo bù fèn qiē chú shù	牙槽部分切除術
yá cáo gǔ chǐ cáo gǔ zhé	牙槽骨齒槽骨折
yá cáo huó zǔ zhī jiǎn chá	牙槽活組織檢查
yá cáo kāi fàng xìng gǔ zhé	牙槽開放性骨折
yá chǐ chéng yòu xì bāo liú	牙齒成釉細胞瘤
yá chǐ chōng tián zhěng fù shù	牙齒充填整復術
yá chǐ gǎn jué guò mǐn zhèng	牙齒感覺過敏症
yá chǐ tuō luò zōng hé zhēng	牙齒脫落綜合徵
yá chǐ yìng zǔ zhī jí bìng	牙齒硬組織疾病
yá chǐ yuán xìng nián yè liú	牙齒源性黏液瘤
yá chǐ yuán xìng xiān wéi liú	牙齒源性纖維瘤
yá gǔ zhì fā yù bù quán	牙骨質發育不全
yá gǔ zhì huà xiān wéi liú	牙骨質化纖維瘤
yà jí xìng jiǎ zhuàng xiàn yán	亞急性甲狀腺炎
yà jí xìng lián hé bìng biàn	亞急性聯合病變
yà jí xìng xīn jī gěng sǐ	亞急性心肌梗死
yá jí yá cáo gǔ sǔn shāng	牙及牙槽骨損傷
yá jí yá cáo wài kē xué	牙及牙槽外科學
yá jiān jié zā gù dìng shù	牙間結紮固定術
yá kē mó xíng guān cè qì	牙科模型觀測器
yá kē zhù shǒu yǐ páng dèng	牙科助手椅旁凳
yá kē zōng hé zhì liáo jī	牙科綜合治療機
yá kē zōng hé zhì liáo tái	牙科綜合治療臺
yá liè yōng jǐ xìng yín yán	牙列擁擠性齦炎
yà lín chuáng xìng táng niào bìng	亞臨床性糖尿病
yá shēng jūn xìng nóng pí bìng	芽生菌性膿皮病
yá suǐ huó lì cè yàn qì	牙髓活力測驗器
yá suǐ jiàn jìn xìng huài sǐ	牙髓漸進性壞死
yá suǐ nèi bù ròu yá zhǒng	牙髓內部肉芽腫
yá suǐ sù huà zhì liáo shù	牙髓塑化治療術
yá tǐ dà miàn jī quē sǔn	牙體大面積缺損
yá tǐ fā yù yì cháng zhèng	牙體發育異常症
yá tòng chǐ kū yí jiān cháng	牙痛齒枯宜煎嘗
