shū luǎn guǎn ái	输卵管癌
xiǎo yǐn jìng mài bāo tuō shù	小隐静脉剥脱术
xiǎo yǐn jìng mài jié zā shù	小隐静脉结扎术
xiè dé xiōng kuò chéng xíng shù	谢德胸廓成形术
xié dú nèi xiàn xīn gān zhèng	邪毒内陷心肝证
xié dú yǐn gāo cuàn fù zhèng	邪毒引睾窜腹证
xié rè yū jié jī fū zhèng	邪热瘀结肌肤证
xié shàn gāo wèi jié zā shù	斜疝高位结扎术
xiè zhí qiāng kǒng yuán xìng ái	泄殖腔孔源性癌
xīn bāo bìng sǔn qiē chú shù	心包病损切除术
xīn bāo bù fèn qiē chú shù	心包部分切除术
xīn bāo è xìng jiān pí liú	心包恶性间皮瘤
xīn bāo jī yè chuān cì shù	心包积液穿刺术
xīn bāo kāi chuāng yǐn liú shù	心包开窗引流术
xīn bāo náng zhǒng qiē chú shù	心包囊肿切除术
xīn bāo qiē kāi yǐn liú shù	心包切开引流术
xīn bāo wài cè lín bā jié	心包外侧淋巴结
xīn bāo zhǒng liú qiē chú shù	心包肿瘤切除术
xīn bāo zhǒng liú zhāi chú shù	心包肿瘤摘除术
xīn chǎn fù rén yǒu sān bìng	新产妇人有三病
xīn fáng bìng sǔn qiē chú shù	心房病损切除术
xīn fáng kuò dà chéng xíng shù	心房扩大成形术
xīn fáng xuè shuān qiē chú shù	心房血栓切除术
xīn fáng xuè shuān qīng chú shù	心房血栓清除术
xīn fáng zhǒng liú qiē chú shù	心房肿瘤切除术
xīn fáng zhǒng wù qiē chú shù	心房肿物切除术
xīn jī yán hòu xīn jī bìng	心肌炎后心肌病
xīn lǐ shén jīng miǎn yì xué	心理神经免疫学
xīn miàn pí fū zōng hé zhēng	心面皮肤综合征
xīn nèi mó è xìng zhǒng liú	心内膜恶性肿瘤
xīn nèi mó liáng xìng zhǒng liú	心内膜良性肿瘤
xīn nèi yì wù qǔ chū shù	心内异物取出术
xīn pí qì xuè liǎng xū zhèng	心脾气血两虚证
xīn qiāng wài shāng xiū bǔ shù	心腔外伤修补术
xīn shēng ér dān chún pào zhěn	新生儿单纯疱疹
xīn shì bìng sǔn qiē chú shù	心室病损切除术
xīn shì pò liè féng hé shù	心室破裂缝合术
xīn shì zhǒng liú qiē chú shù	心室肿瘤切除术
xīn wài kāi xiōng tàn chá shù	心外开胸探查术
xīn xíng guān zhuàng bìng dú bìng	新型冠状病毒病
xīn xíng yǐn qiú jūn fèi yán	新型隐球菌肺炎
xīn yīn xìng xiāo huà bù liáng	心因性消化不良
xīn zàng pí fū zōng hé zhēng	心脏皮肤综合征
xīn zàng qǐ bó qì shī líng	心脏起搏器失灵
xīn zàng shén jīng guān néng zhèng	心脏神经官能症
xīn zàng shù hòu zōng hé zhēng	心脏术后综合征
xīn zàng táng yuán zhù jī bìng	心脏糖原贮积病
xīn zàng wài shāng xiū bǔ shù	心脏外伤修补术
xīn zàng zhǒng wù qiē chú shù	心脏肿物切除术
xìng bìng lín bā ròu yá zhǒng	性病淋巴肉芽肿
xíng jiǎ zhuàng xiàn yǐn liú guǎn	型甲状腺引流管
xìng nóng pào xìng máo náng yán	性脓疱性毛囊炎
xìng suǒ jiān zhì xì bāo liú	性索间质细胞瘤
xìng xiàn fā yù zhàng ài zhèng	性腺发育障碍症
xìng xiàn gōng néng jiǎn tuì zhèng	性腺功能减退症
xìng xiàn jī zhì xì bāo liú	性腺基质细胞瘤
xìng xiàn pēi mǔ xì bāo liú	性腺胚母细胞瘤
xīng xíng jiāo zhì xì bāo liú	星形胶质细胞瘤
xīng zhuàng shén jīng jié sǔn shāng	星状神经节损伤
xiōng bì bìng sǔn qiē chú shù	胸壁病损切除术
xiōng bì bìng zào qiē chú shù	胸壁病灶切除术
xiōng bì bìng zào qīng chú shù	胸壁病灶清除术
xiōng bì fēng wō zǔ zhī yán	胸壁蜂窝组织炎
xiōng bì jié hé qīng chú shù	胸壁结核清除术
xiōng bì liè shāng féng hé shù	胸壁裂伤缝合术
xiōng bì lín bā jié jié hé	胸壁淋巴结结核
xiōng bì qīng chuàng féng hé shù	胸壁清创缝合术
xiōng bì quē sǔn chóng jiàn shù	胸壁缺损重建术
xiōng bì quē sǔn xiū fù shù	胸壁缺损修复术
xiōng bì wài shāng kuò chuàng shù	胸壁外伤扩创术
xiōng bì xuè guǎn jié zā shù	胸壁血管结扎术
xiōng bì zhǒng liú qiē chú shù	胸壁肿瘤切除术
xiōng bù cí gòng zhèn chéng xiàng	胸部磁共振成像
xiōng bù kāi fàng xìng shāng kǒu	胸部开放性伤口
xiōng bù xiàn cháng guī jiǎn chá	胸部线常规检查
xiōng dǎo guǎn lòu bì hé shù	胸导管瘘闭合术
xiōng dòng mài liú xiū bǔ shù	胸动脉瘤修补术
xiōng fù liáng xìng jiān pí liú	胸腹良性间皮瘤
xiōng fù shuǐ cháng guī jiǎn chá	胸腹水常规检查
xiōng fù shuǐ tè shū jiǎn chá	胸腹水特殊检查
xiōng gǔ hòu jiǎ zhuàng xiàn zhǒng	胸骨后甲状腺肿
xiōng gǔ kāi fàng xìng gǔ zhé	胸骨开放性骨折
xiōng gǔ páng shàn xiū bǔ shù	胸骨旁疝修补术
xióng jī sù jié hé dàn bái	雄激素结合蛋白
xióng jī sù yuán xìng tuō fà	雄激素源性脱发
xiōng jiān jiǎ jiān jié duàn shù	胸肩胛间截断术
xiōng jiāo gǎn gàn shén jīng jié	胸交感干神经节
xiōng kuò bìng sǔn qiē chú shù	胸廓病损切除术
xiōng kuò chū kǒu zōng hé zhēng	胸廓出口综合征
xiōng kuò gǎi liáng chéng xíng shù	胸廓改良成形术
xiōng kuò jī xíng jiǎo zhèng shù	胸廓畸形矫正术
xiōng kuò nèi xuè guǎn sǔn shāng	胸廓内血管损伤
xiōng kuò wài chí xù fù yā	胸廓外持续负压
xiōng kuò zào kǒu bì hé shù	胸廓造口闭合术
xiōng kuò zhān lián sōng jiě shù	胸廓粘连松解术
xiōng lèi guān jié nèi rèn jié	胸肋关节内韧节
xiōng mēn biàn yì xìng xiào chuǎn	胸闷变异性哮喘
xiōng mēn kǒu nì zuì yǒu líng	胸闷口腻最有灵
xiōng mó bìng hài qiē chú shù	胸膜病害切除术
xiōng mó bìng sǔn qiē chú shù	胸膜病损切除术
xiōng mó bù fèn qiē chú shù	胸膜部分切除术
xiōng mó è xìng jiān pí liú	胸膜恶性间皮瘤
xiōng mó fèi quán qiē chú shù	胸膜肺全切除术
xiōng mó jiāo jiè xìng zhǒng liú	胸膜交界性肿瘤
xiōng mó quán fèi qiē chú shù	胸膜全肺切除术
xiōng mó xiān wéi yàng zēng shēng	胸膜纤维样增生
xiōng mó xīn bāo bāo chú shù	胸膜心包剥除术
xiōng mó zhān lián fēn jiě shù	胸膜粘连分解术
xiōng mó zhān lián lào duàn shù	胸膜粘连烙断术
xiōng mó zhǒng liú qiē chú shù	胸膜肿瘤切除术
xiōng nèi lín bā jié jié hé	胸内淋巴结结核
xiōng nèi yì wù qīng chú shù	胸内异物清除术
xiōng nèi yì wù qǔ chū shù	胸内异物取出术
xiōng pǐ ǒu è zǒng néng chú	胸痞呕恶总能除
xiōng qiāng bì shì yǐn liú píng	胸腔闭式引流瓶
xiōng qiāng bì shì yǐn liú shù	胸腔闭式引流术
xiōng qiāng bì suǒ yǐn liú píng	胸腔闭锁引流瓶
xiōng qiāng chuān cì zhì guǎn shù	胸腔穿刺置管术
xiōng qiāng jiāo jiè xìng zhǒng liú	胸腔交界性肿瘤
xiōng qiāng kāi fàng shì yǐn liú	胸腔开放式引流
xiōng qiāng qiē kāi yǐn liú shù	胸腔切开引流术
xiōng qiāng xuè zhǒng qīng chú shù	胸腔血肿清除术
xiōng qiāng yì cháng qiāo jī yīn	胸腔异常敲击音
xiōng qiāng yǐn liú guǎn guī jiāo	胸腔引流管硅胶
xiōng qiāng zhàn wèi xìng bìng biàn	胸腔占位性病变
xiōng qiāng zhì guǎn yǐn liú shù	胸腔置管引流术
xiōng qiāng zhǒng liú qiē chú shù	胸腔肿瘤切除术
xiōng suǒ rǔ tū jī jìng mài	胸锁乳突肌静脉
xiōng wài xīn zàng àn mó shù	胸外心脏按摩术
xiōng xiàn bái xuè bìng kàng yuán	胸腺白血病抗原
xiōng xiàn bìng sǔn qiē chú shù	胸腺病损切除术
xiōng xiàn bù fèn qiē chú shù	胸腺部分切除术
xiōng xiàn fā yù bù quán zhèng	胸腺发育不全症
xiōng xiàn mì dìng èr jù tǐ	胸腺嘧啶二聚体
xiōng xiàn náng zhǒng qiē chú shù	胸腺囊肿切除术
xiōng xiàn qiē kāi tàn chá shù	胸腺切开探查术
xiōng xiàn quán bù qiē chú shù	胸腺全部切除术
xiōng xiàn xì bāo shēng zhǎng sù	胸腺细胞生长素
xiōng xiàn xì bāo yí zhí shù	胸腺细胞移植术
xiōng xiàn yī lài xìng kàng yuán	胸腺依赖性抗原
xiōng xiàn zhǒng liú qiē chú shù	胸腺肿瘤切除术
xiōng xiǎo jī fā yù bù liáng	胸小肌发育不良
xiōng xīn xuè guǎn wài kē xué	胸心血管外科学
xiōng yāo zhuī jiān pán biàn xìng	胸腰椎间盘变性
xióng yuán hé shēng zhǎng yīn zǐ	雄原核生长因子
xiōng yuán xìng jǐ zhù cè tū	胸源性脊柱侧凸
xiōng zhǔ dòng mài dòng mài liú	胸主动脉动脉瘤
xiōng zhǔ dòng mài qiē kāi shù	胸主动脉切开术
xiōng zhǔ dòng mài zào yǐng shù	胸主动脉造影术
xiōng zhuī bìng zào qīng chú shù	胸椎病灶清除术
xiōng zhuī chuí guǎn tàn chá shù	胸椎椎管探查术
xiōng zhuī jiān pán qiē chú shù	胸椎间盘切除术
xiōng zhuī jié hé bàn nóng zhǒng	胸椎结核伴脓肿
xiōng zhuī kāi fàng xìng gǔ zhé	胸椎开放性骨折
xiōng zhuī xiǎo guān jié cuò fèng	胸椎小关节错缝
xiōng zhuī zhǒng liú qiē chú shù	胸椎肿瘤切除术
xiù jué cān zhào zōng hé zhēng	嗅觉参照综合征
xiù shén jīng è xìng zhǒng liú	嗅神经恶性肿瘤
xiù shén jīng mǔ xì bāo liú	嗅神经母细胞瘤
xiù zhuàng fèi yè qiē chú shù	袖状肺叶切除术
xū bù jiǎ xìng máo náng yán	须部假性毛囊炎
xū fán bù mián zhèng duō duān	虚烦不眠证多端
xū hán yīn shuǐ xiào kān kuā	虚寒阴水效堪夸
xū láo fèi wěi xiào rú shén	虚劳肺痿效如神
xū láo nèi shāng gōng dú shàn	虚劳内伤功独擅
xū láo xū fán bù dé mián	虚劳虚烦不得眠
xuán lǜ biàn shí zhàng ài zhèng	旋律辨识障碍症
xuán yōng chuí è xìng zhǒng liú	悬雍垂恶性肿瘤
xuán yōng chuí liáng xìng zhǒng liú	悬雍垂良性肿瘤
xuàn yùn tóu tòng fēng tán zhèng	眩晕头痛风痰证
xuǎn zé xìng guān kàn jiǎn chá	选择性观看检查
xuè guǎn bìng hài qiē chú shù	血管病害切除术
xuè guǎn bìng sǔn qiē chú shù	血管病损切除术
xuè guǎn dā qiáo yí zhí shù	血管搭桥移植术
xuè guǎn jī xíng qiē chú shù	血管畸形切除术
xuè guǎn jī zhī fáng ròu liú	血管肌脂肪肉瘤
xuè guǎn jǐn zhāng sù cè dìng	血管紧张素测定
xuè guǎn liú bìng zōng hé zhēng	血管瘤病综合征
xuè guǎn liú yìng huà zhù shè	血管瘤硬化注射
xuè guǎn nèi chāo shēng dǎo guǎn	血管内超声导管
xuè guǎn nèi fàng liáo dǎo guǎn	血管内放疗导管
xuè guǎn nèi hòu zhuāng fàng liáo	血管内后装放疗
xuè guǎn nèi pí xì bāo liú	血管内皮细胞瘤
xuè guǎn nèi shén jīng wài kē	血管内神经外科
xuè guǎn nèi zào yǐng dǎo guǎn	血管内造影导管
xuè guǎn páng lù yí zhí shù	血管旁路移植术
xuè guǎn píng huá jī ròu liú	血管平滑肌肉瘤
xuè guǎn píng huá jī xì bāo	血管平滑肌细胞
xuè guǎn qiē kāi tàn chá shù	血管切开探查术
xuè guǎn qiú xìng xuè guǎn liú	血管球性血管瘤
xuè guǎn shén jīng xìng shuǐ zhǒng	血管神经性水肿
xuè guǎn shén jīng xìng tóu tòng	血管神经性头痛
xuè guǎn shū suō shén jīng xì	血管舒缩神经系
xuè guǎn shū suō xìng bí yán	血管舒缩性鼻炎
xuè guǎn tōng tòu xìng yīn zǐ	血管通透性因子
xuè guǎn wài pí xì bāo liú	血管外皮细胞瘤
xuè guǎn wǎng zhuàng xì bāo liú	血管网状细胞瘤
xuè guǎn xìng jiǎ xuè yǒu bìng	血管性假血友病
xuè guǎn yì zhì xìng yūn jué	血管抑制性晕厥
xuè guǎn yùn dòng xìng bí yán	血管运动性鼻炎
xuè guǎn yùn dòng xìng shèn bìng	血管运动性肾病
xuè guǎn zhān lián sōng jiě shù	血管粘连松解术
xuè guǎn zhōu wéi xiān wéi náng	血管周围纤维囊
xuè guǎn zì péng shì zhī jià	血管自膨式支架
xuè hóng dàn bái chén zhuó zhèng	血红蛋白沉着症
xuè hóng dàn bái yǎng hán liàng	血红蛋白氧含量
xuè huà xià xíng bú zuò láo	血化下行不作劳
xuè jiāng dài yòng pǐn zhòng dú	血浆代用品中毒
xuè jiāng dàn bái jié hé lǜ	血浆蛋白结合率
xuè jiāng èr jù tǐ cè dìng	血浆二聚体测定
xuè jiāng nèi pí sù cè dìng	血浆内皮素测定
xuè jiāng nián zhì dù yì cháng	血浆粘滞度异常
xuè jiāng shèn tòu yā jiàn xì	血浆渗透压间隙
xuè jiāng shèn tòu yā shēng gāo	血浆渗透压升高
xuè lín rè jié fú zhī liáng	血淋热结服之良
xuè liú sù dù miáo jì shù	血流速度描记术
xuè luò lùn dì sān shí jiǔ	血络论第三十九
xuè mài róng wèi zhī tōng sāi	血脉荣卫之通塞
xuè níng yí zhuān yòng shì jì	血凝仪专用试剂
xuè piān shuāi zhě zé mài sè	血偏衰者则脉涩
xuè qì máo xì cǎi xiě guǎn	血气毛细采血管
xuè qīng bái dàn bái cè dìng	血清白蛋白测定
xuè qīng bìng xìng xún má zhěn	血清病性荨麻疹
xuè qīng bìng xíng xún má zhěn	血清病型荨麻疹
xuè qīng gǔ gài sù cè dìng	血清骨钙素测定
xuè qīng guāng yì sù cè dìng	血清胱抑素测定
xuè qīng guǒ táng àn cè dìng	血清果糖胺测定
xuè qīng jiǎ zhuàng xiàn jī sù	血清甲状腺激素
xuè qīng méi shuǐ píng yì cháng	血清酶水平异常
xuè qīng mì rǔ sù cè dìng	血清泌乳素测定
xuè qīng tiě dàn bái cè dìng	血清铁蛋白测定
xuè qīng wéi shēng sù cè dìng	血清维生素测定
xuè qīng xìng guò mǐn fǎn yìng	血清性过敏反应
xuè qīng xíng jiāo yuán cè dìng	血清型胶原测定
xuè qīng yí dǎo sù cè dìng	血清胰岛素测定
xuè qīng zhān dàn bái cè dìng	血清粘蛋白测定
xuè qīng zhī fáng méi cè dìng	血清脂肪酶测定
xuè qīng zǒng dàn bái cè dìng	血清总蛋白测定
xuè qiú jì shù yí shì jì	血球计数仪试剂
xuè rǎn zhēng páo tòu jiǎ hóng	血染征袍透甲红
xuè róng liàng jiān cè dǎo guǎn	血容量监测导管
xuè sè bìng xìng xīn jī bìng	血色病性心肌病
xuě shān jīn luó hàn zhǐ tòng	雪山金罗汉止痛
xuè shēng wèi rè huǒ xié gàn	血升胃热火邪干
xuè shì wǎng mó wài píng zhàng	血视网膜外屏障
xuè shuān xìng wēi xuè guǎn bìng	血栓性微血管病
xuè shuān xìng zhì qīng chú shù	血栓性痔清除术
xuè tòu yā lì chuán gǎn qì	血透压力传感器
xuè tòu yòng liú zhì dǎo guǎn	血透用留置导管
xué wèi yā tòng zhěn duàn fǎ	穴位压痛诊断法
xuè xì bāo fēn lí dān cǎi	血细胞分离单采
xuè xī chóng wěi yòu gǎn rǎn	血吸虫尾蚴感染
xuè xī chóng wěi yòu pí yán	血吸虫尾蚴皮炎
xuè xī chóng xìng gān yìng huà	血吸虫性肝硬化
xuè xī chóng xìng lán wěi yán	血吸虫性阑尾炎
xuè xī chóng xìng máng cháng yán	血吸虫性盲肠炎
xuè xī chóng xìng ròu yá zhǒng	血吸虫性肉芽肿
xuè xī fù yì zhì shì yàn	血吸附抑制试验
xuè xiān wéi dàn bái róng méi	血纤维蛋白溶酶
xuè xiǎo bǎn gài liú cè dìng	血小板钙流测定
xuè xiǎo bǎn nián xìng jiàng dī	血小板黏性降低
xuè xiǎo bǎn nián xìng shēng gāo	血小板黏性升高
xuè xiǎo bǎn shì fàng shì yàn	血小板释放试验
xuè xiǎo bǎn shòu mìng cè dìng	血小板寿命测定
xuè yǎng bǎo hé dù jiān cè	血氧饱和度监测
xuè yǎng bǎo hé dù xià jiàng	血氧饱和度下降
xuè yè dī zhān zōng hé zhēng	血液低粘综合征
xuè yè gāo zhān zōng hé zhēng	血液高粘综合征
xuè yè gōng xíng chóng jiǎn chá	血液弓形虫检查
xuè yè guàn liú qì shù zhī	血液灌流器树脂
xuè yè jí lín bā xì tǒng	血液及淋巴系统
xuè yè nüè yuán chóng jiǎn chá	血液虐原虫检查
xuè yè wēi sī yòu jiǎn chá	血液微丝蚴检查
xuè yǒu bìng xìng guān jié yán	血友病性关节炎
xuè zhōng yū zhì yòng táo hóng	血中瘀滞用桃红
xún má zhěn xìng xuè guǎn yán	荨麻疹性血管炎
xún má zhěn xíng xuè guǎn yán	荨麻疹形血管炎
xún má zhěn yàng mǎn pí yán	荨麻疹样螨皮炎
yá běn zhì fā shēng bù quán	牙本质发生不全
yá běn zhì fā yù bù quán	牙本质发育不全
yá běn zhì gài huà bù quán	牙本质钙化不全
yá běn zhì yá gǔ zhì jiè	牙本质牙骨质界
yá cáo bù fèn qiē chú shù	牙槽部分切除术
yá cáo gǔ chǐ cáo gǔ zhé	牙槽骨齿槽骨折
yá cáo huó zǔ zhī jiǎn chá	牙槽活组织检查
yá cáo kāi fàng xìng gǔ zhé	牙槽开放性骨折
yá chǐ chéng yòu xì bāo liú	牙齿成釉细胞瘤
yá chǐ chōng tián zhěng fù shù	牙齿充填整复术
yá chǐ gǎn jué guò mǐn zhèng	牙齿感觉过敏症
yá chǐ tuō luò zōng hé zhēng	牙齿脱落综合征
yá chǐ yìng zǔ zhī jí bìng	牙齿硬组织疾病
yá chǐ yuán xìng nián yè liú	牙齿源性黏液瘤
yá chǐ yuán xìng xiān wéi liú	牙齿源性纤维瘤
yá gǔ zhì fā yù bù quán	牙骨质发育不全
yá gǔ zhì huà xiān wéi liú	牙骨质化纤维瘤
yà jí xìng jiǎ zhuàng xiàn yán	亚急性甲状腺炎
yà jí xìng lián hé bìng biàn	亚急性联合病变
yà jí xìng xīn jī gěng sǐ	亚急性心肌梗死
yá jí yá cáo gǔ sǔn shāng	牙及牙槽骨损伤
yá jí yá cáo wài kē xué	牙及牙槽外科学
yá jiān jié zā gù dìng shù	牙间结扎固定术
yá kē mó xíng guān cè qì	牙科模型观测器
yá kē zhù shǒu yǐ páng dèng	牙科助手椅旁凳
yá kē zōng hé zhì liáo jī	牙科综合治疗机
yá kē zōng hé zhì liáo tái	牙科综合治疗台
yá liè yōng jǐ xìng kěn yán	牙列拥挤性龈炎
yà lín chuáng xìng táng niào bìng	亚临床性糖尿病
yá shēng jūn xìng nóng pí bìng	芽生菌性脓皮病
yá suǐ huó lì cè yàn qì	牙髓活力测验器
yá suǐ jiàn jìn xìng huài sǐ	牙髓渐进性坏死
yá suǐ nèi bù ròu yá zhǒng	牙髓内部肉芽肿
yá suǐ sù huà zhì liáo shù	牙髓塑化治疗术
yá tǐ dà miàn jī quē sǔn	牙体大面积缺损
yá tǐ fā yù yì cháng zhèng	牙体发育异常症
yá tòng chǐ kū yí jiān cháng	牙痛齿枯宜煎尝
yá wài kē zhèng jī shù hòu	牙外科正畸术后
yá yín bìng sǔn qiē chú shù	牙龈病损切除术
yá yín zhǒng kuài qiē chú shù	牙龈肿块切除术
yá yín zhǒng liú qiē chú shù	牙龈肿瘤切除术
yá yuán xìng gài huà náng zhǒng	牙源性钙化囊肿
yá yuán xìng jiǎo huà náng zhǒng	牙源性角化囊肿
yá yuán xìng xiàn liú yàng liú	牙源性腺瘤样瘤
yá yuán xìng xiān wéi ròu liú	牙源性纤维肉瘤
yá zhòng zhí tǐ zhí rù shù	牙种植体植入术
yá zhōu bìng sǔn qiē chú shù	牙周病损切除术
yá zhōu gǔ chéng xíng shǒu shù	牙周骨成形手术
yá zhōu zǔ zhī guā chú shù	牙周组织刮除术
yá zhōu zǔ zhī jī rě qū	牙周组织激惹区
yān bù bìng sǔn qiē chú shù	咽部病损切除术
yǎn bù fú shè xìng sǔn shāng	眼部辐射性损伤
yān bù lín bā jié zhǒng dà	咽部淋巴结肿大
yān bù nóng zhǒng yǐn liú shù	咽部脓肿引流术
yān bù qiē kāi tàn chá shù	咽部切开探查术
yān bù sī liè xiū bǔ shù	咽部撕裂修补术
yān bù zhǒng liú qiē chú shù	咽部肿瘤切除术
yān bù zhǒng wù qiē chú shù	咽部肿物切除术
yǎn bù zhǒng wù qiē chú shù	眼部肿物切除术
yān cǎo làn yòng jiā zú shǐ	烟草滥用家族史
yàn cè bì yán xìng zhǒng wù	咽侧壁炎性肿物
yǎn chǐ zhǐ fā yù bù liáng	眼齿指发育不良
yán dà shén jīng guǎn liè kǒng	岩大神经管裂孔
yǎn dòng mài liú jiā bì shù	眼动脉瘤夹闭术
yǎn ěr kuò fā yù bù quán	眼耳廓发育不全
yàn gǔ guǎn è xìng zhǒng liú	咽鼓管恶性肿瘤
yàn gǔ guǎn yā lì cè dìng	咽鼓管压力测定
yán gǔ xié pō nǎo mó liú	岩骨斜坡脑膜瘤
yǎn guī jiāo pái yì fǎn yìng	眼硅胶排异反应
yǎn hé cí gòng zhèn jiǎn chá	眼核磁共振检查
yàn hòu bì è xìng zhǒng liú	咽后壁恶性肿瘤
yān hóu bí qiāng xuè guǎn liú	咽喉鼻腔血管瘤
yǎn huáng bān hòu jí biàn xìng	眼黄斑后极变性
yǎn huó tǐ zǔ zhī jiǎn chá	眼活体组织检查
yǎn jī bù fèn qiē chú shù	眼肌部分切除术
yàn jì fā è xìng zhǒng liú	咽继发恶性肿瘤
yǎn jī luán suō xìng xié shì	眼肌挛缩性斜视
yǎn jī suō duǎn qián xǐ shù	眼肌缩短前徙术
yǎn jiǎn bìng sǔn pò huài shù	眼睑病损破坏术
yǎn jiǎn bìng sǔn qiē chú shù	眼睑病损切除术
yǎn jiǎn dòng mài gōng gōng yìng	眼睑动脉弓供应
yǎn jiǎn hòu tiān xìng jī xíng	眼睑后天性畸形
yǎn jiǎn liè shāng féng hé shù	眼睑裂伤缝合术
yǎn jiǎn náng zhǒng qiē chú shù	眼睑囊肿切除术
yǎn jiǎn náng zhǒng zhāi chú shù	眼睑囊肿摘除术
yǎn jiǎn pí fū sōng chuí zhèng	眼睑皮肤松垂症
yǎn jiǎn pí fū yuán wèi ái	眼睑皮肤原位癌
yǎn jiǎn pí zhī xiàn náng zhǒng	眼睑皮脂腺囊肿
yǎn jiǎn qiē kāi yǐn liú shù	眼睑切开引流术
yǎn jiǎn qīng chuàng féng hé shù	眼睑清创缝合术
yǎn jiǎn quán céng chóng jiàn shù	眼睑全层重建术
yǎn jiǎn quán céng sī liè shāng	眼睑全层撕裂伤
yǎn jiǎn ruǎn zǔ zhī cuò shāng	眼睑软组织挫伤
yǎn jiǎn shī zhěn xìng pí yán	眼睑湿疹性皮炎
yǎn jiǎn wài fān jiǎo zhèng shù	眼睑外翻矫正术
yǎn jiǎn yā fá zhí rù shù	眼减压阀植入术
yǎn jiǎn yì wù qǔ chū shù	眼睑异物取出术
yǎn jiǎn zhān lián fēn lí shù	眼睑粘连分离术
yǎn jiǎn zhān lián sōng jiě shù	眼睑粘连松解术
yǎn jiǎn zhān lián xìng bā hén	眼睑粘连性疤痕
yǎn jiǎn zhǒng kuài qiē chú shù	眼睑肿块切除术
yǎn jiǎn zhǒng liú qiē chú shù	眼睑肿瘤切除术
yǎn jiǎn zhǒng wù qiē chú shù	眼睑肿物切除术
yǎn jiāo jiè è xìng zhǒng liú	眼交界恶性肿瘤
yǎn jiǎo mó kuì yáng chuān kǒng	眼角膜溃疡穿孔
yǎn kē shǒu shù rǎn sè jì	眼科手术染色剂
yǎn kē shǒu shù yòng guī yóu	眼科手术用硅油
yǎn kē shǒu shù yòng zhòng shuǐ	眼科手术用重水
yǎn kuàng gǔ è xìng zhǒng liú	眼眶骨恶性肿瘤
yǎn kuàng hé yǎn qiú shǒu shù	眼眶和眼球手术
yǎn kuàng shāng kǒu xiū bǔ shù	眼眶伤口修补术
yǎn kuàng yán xìng ròu yá zhǒng	眼眶炎性肉芽肿
yǎn kuàng zhěn duàn xìng chōu xī	眼眶诊断性抽吸
yǎn kuàng zhí rù wù qù chú	眼眶植入物去除
yǎn kuàng zhǒng liú qiē chú shù	眼眶肿瘤切除术
yǎn kuàng zhǒng liú zhāi chú shù	眼眶肿瘤摘除术
yǎn kuò jīn mó qiē chú shù	眼阔筋膜切除术
yàn lòu pí bàn xiū fù shù	咽瘘皮瓣修复术
yàn lòu qiē kāi yǐn liú shù	咽瘘切开引流术
yǎn lún zā jī jǐn suō shù	眼轮匝肌紧缩术
yǎn lún zā jī suō duǎn shù	眼轮匝肌缩短术
yǎn lún zā jī xuán diào shù	眼轮匝肌悬吊术
yǎn lǜ guò pào chóng jiàn shù	眼滤过泡重建术
yǎn méi sī liè shāng féng hé	眼眉撕裂伤缝合
yán miàn qiè jiā zhí pí shù	颜面切痂植皮术
yán miàn sù lì xìng láng chuāng	颜面粟粒性狼疮
yán miàn zài fā xìng pí yán	颜面再发性皮炎
yǎn nèi róng wù wān chū shù	眼内容物剜出术
yǎn nèi zhí jī suō duǎn shù	眼内直肌缩短术
yàn páng nóng zhǒng yǐn liú shù	咽旁脓肿引流术
yǎn qiú hòu è xìng zhǒng liú	眼球后恶性肿瘤
yǎn qiú hòu liáng xìng zhǒng liú	眼球后良性肿瘤
yǎn qiú liè shāng féng hé shù	眼球裂伤缝合术
yǎn qiú pò liè xiū bǔ shù	眼球破裂修补术
yǎn qiú tiě zhì chén zhuó bìng	眼球铁质沉着病
yǎn qiú tuì suō zōng hé zhēng	眼球退缩综合征
yǎn sè sù céng nǎo mó yán	眼色素层脑膜炎
yǎn sè sù céng sāi xiàn yán	眼色素层腮腺炎
yàn shí guǎn lòu qiē chú shù	咽食管瘘切除术
yán suǐ qián fāng jiǎn yā shù	延髓前方减压术
yán suǐ wài cè zōng hé zhēng	延髓外侧综合征
yán táng jiào sù quē fá zhèng	岩糖酵素缺乏症
yǎn wài jī gōng néng jiǎn chá	眼外肌功能检查
yǎn wài jī liáng xìng zhǒng liú	眼外肌良性肿瘤
yàn xià bù liáng xìng zhǒng liú	咽下部良性肿瘤
yǎn xiàn lì sī tè jūn bìng	眼腺利斯特菌病
yǎn xiàn xíng tǔ lā jūn bìng	眼腺型土拉菌病
yán xiǎo shén jīng guǎn liè kǒng	岩小神经管裂孔
yǎn yā rì qū xiàn jiǎn chá	眼压日曲线检查
yàn yǎng jūn xìng bài xuè bìng	厌氧菌性败血病
yán zǎo táng gān chén jī zhèng	岩藻糖苷沉积症
yán zǎo táng gān zhù jī bìng	岩藻糖苷贮积病
yán zǎo táng gān zhù jī zhèng	岩藻糖苷贮积症
yán zhuī qì fáng qiē kāi shù	岩锥气房切开术
yán zhuī xiǎo fáng qiē chú shù	岩锥小房切除术
yǎn zì bù bān hén jī xíng	眼眦部瘢痕畸形
yáng míng jīn shāng cháng zào zhèng	阳明津伤肠燥证
yáng míng shī rè jiān biǎo zhèng	阳明湿热兼表证
yáng míng shī rè lǐ shí zhèng	阳明湿热里实证
